         9281111 function calls (9273891 primitive calls) in 488.001 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.001    0.000 series.py:477(__array_wrap__)
       13    0.001    0.000    0.047    0.004 series.py:598(__getitem__)
       13    0.000    0.000    0.003    0.000 series.py:644(_get_with)
       13    0.000    0.000    0.003    0.000 series.py:707(_get_values)
        1    0.000    0.000    0.001    0.001 series.py:88(SparseSeries)
        3    0.000    0.000    0.000    0.000 series.py:90(_coerce_method)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shape_base.py:364(_Recurser)
        1    0.000    0.000    0.000    0.000 shutil.py:49(Error)
        1    0.000    0.000    0.027    0.027 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:52(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:55(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:59(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:62(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(RegistryError)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       67    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       68    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       69    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.002    0.002 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       43    0.000    0.000    0.000    0.000 six.py:105(__init__)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
       83    0.000    0.000    0.000    0.000 six.py:141(__init__)
        6    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
       50    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
      109    0.000    0.000    0.000    0.000 six.py:184(find_module)
        6    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        3    0.000    0.000    0.000    0.000 six.py:195(load_module)
        3    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 six.py:574(iterkeys)
        4    0.000    0.000    0.000    0.000 six.py:577(itervalues)
        8    0.000    0.000    0.000    0.000 six.py:580(iteritems)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        8    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
      126    0.000    0.000    0.000    0.000 six.py:88(__init__)
        8    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 socket.py:120(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:123(socket)
        1    0.000    0.000    0.007    0.007 socket.py:47(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:532(SocketIO)
      217    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      218    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sorting.py:261(_KeyMapper)
       28    0.000    0.000    0.000    0.000 sql.py:1223(_get_unicode_name)
       28    0.000    0.000    0.000    0.000 sql.py:1231(_get_valid_sqlite_name)
        1    0.000    0.000    0.000    0.000 sql.py:1254(SQLiteTable)
        1    0.000    0.000    0.060    0.060 sql.py:1260(__init__)
        1    0.000    0.000    0.000    0.000 sql.py:1277(insert_statement)
        1    0.000    0.000    0.000    0.000 sql.py:1285(<listcomp>)
        1    0.001    0.001    0.012    0.012 sql.py:1292(_execute_insert)
        1    0.000    0.000    0.060    0.060 sql.py:1296(_create_table_setup)
        1    0.000    0.000    0.000    0.000 sql.py:1306(<listcomp>)
        1    0.000    0.000    0.000    0.000 sql.py:1312(<listcomp>)
        1    0.000    0.000    0.000    0.000 sql.py:1328(<listcomp>)
       13    0.000    0.000    0.053    0.004 sql.py:1339(_sql_type_name)
        1    0.000    0.000    0.000    0.000 sql.py:1366(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:1377(__init__)
        2    0.000    0.000    0.006    0.003 sql.py:1383(run_transaction)
        1    0.000    0.000    0.000    0.000 sql.py:1395(execute)
        1    0.000    0.000    0.081    0.081 sql.py:1462(to_sql)
        1    0.000    0.000    0.000    0.000 sql.py:1508(has_table)
        1    0.000    0.000    0.000    0.000 sql.py:30(SQLAlchemyRequired)
        1    0.000    0.000    0.000    0.000 sql.py:34(DatabaseError)
        1    0.000    0.000    0.083    0.083 sql.py:419(to_sql)
        2    0.000    0.000    0.000    0.000 sql.py:44(_validate_flavor_parameter)
        1    0.000    0.000    0.000    0.000 sql.py:5(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:503(_engine_builder)
        1    0.000    0.000    0.002    0.002 sql.py:521(pandasSQL_builder)
        1    0.000    0.000    0.000    0.000 sql.py:540(SQLTable)
        1    0.000    0.000    0.060    0.060 sql.py:550(__init__)
        1    0.000    0.000    0.000    0.000 sql.py:573(exists)
        1    0.000    0.000    0.000    0.000 sql.py:585(create)
        1    0.000    0.000    0.001    0.001 sql.py:603(insert_data)
        1    0.000    0.000    0.002    0.002 sql.py:62(_is_sqlalchemy_connectable)
        1    0.001    0.001    0.020    0.020 sql.py:643(insert)
        1    0.000    0.000    0.000    0.000 sql.py:665(<listcomp>)
        1    0.000    0.000    0.000    0.000 sql.py:718(_index_name)
        1    0.000    0.000    0.060    0.060 sql.py:748(_get_column_names_and_types)
        1    0.000    0.000    0.060    0.060 sql.py:758(<listcomp>)
       13    0.000    0.000    0.053    0.004 sql.py:844(_get_notnull_col_dtype)
        1    0.000    0.000    0.000    0.000 sql.py:926(PandasSQL)
        1    0.000    0.000    0.000    0.000 sql.py:940(SQLDatabase)
      262    0.000    0.000    0.000    0.000 sre_compile.py:101(fixup)
      326    0.001    0.000    0.008    0.000 sre_compile.py:221(_compile_charset)
      326    0.005    0.000    0.006    0.000 sre_compile.py:248(_optimize_charset)
       75    0.000    0.000    0.001    0.000 sre_compile.py:374(_mk_bitmap)
       75    0.001    0.000    0.001    0.000 sre_compile.py:376(<listcomp>)
        6    0.000    0.000    0.000    0.000 sre_compile.py:379(_bytes_to_codes)
      289    0.001    0.000    0.001    0.000 sre_compile.py:386(_simple)
       33    0.000    0.000    0.000    0.000 sre_compile.py:391(_generate_overlap_table)
      142    0.001    0.000    0.004    0.000 sre_compile.py:412(_compile_info)
      284    0.000    0.000    0.000    0.000 sre_compile.py:513(isstring)
      142    0.000    0.000    0.019    0.000 sre_compile.py:516(_code)
      142    0.001    0.000    0.049    0.000 sre_compile.py:531(compile)
  736/142    0.005    0.000    0.014    0.000 sre_compile.py:64(_compile)
      740    0.001    0.000    0.001    0.000 sre_parse.py:105(__init__)
     1127    0.000    0.000    0.001    0.000 sre_parse.py:153(__len__)
     2815    0.002    0.000    0.003    0.000 sre_parse.py:157(__getitem__)
      289    0.000    0.000    0.000    0.000 sre_parse.py:161(__setitem__)
     1194    0.001    0.000    0.001    0.000 sre_parse.py:165(append)
 1155/577    0.003    0.000    0.004    0.000 sre_parse.py:167(getwidth)
      150    0.001    0.000    0.001    0.000 sre_parse.py:217(__init__)
     5721    0.004    0.000    0.004    0.000 sre_parse.py:226(__next)
     2511    0.001    0.000    0.001    0.000 sre_parse.py:242(match)
     4732    0.002    0.000    0.005    0.000 sre_parse.py:247(get)
       11    0.000    0.000    0.000    0.000 sre_parse.py:251(getwhile)
       31    0.000    0.000    0.000    0.000 sre_parse.py:260(getuntil)
     1054    0.001    0.000    0.001    0.000 sre_parse.py:276(tell)
        2    0.000    0.000    0.000    0.000 sre_parse.py:278(seek)
      159    0.000    0.000    0.000    0.000 sre_parse.py:312(_class_escape)
      204    0.000    0.000    0.001    0.000 sre_parse.py:362(_escape)
  339/142    0.002    0.000    0.026    0.000 sre_parse.py:429(_parse_sub)
        2    0.000    0.000    0.000    0.000 sre_parse.py:473(<listcomp>)
  406/152    0.009    0.000    0.025    0.000 sre_parse.py:491(_parse)
      142    0.000    0.000    0.000    0.000 sre_parse.py:70(__init__)
      578    0.000    0.000    0.000    0.000 sre_parse.py:75(groups)
      144    0.000    0.000    0.001    0.000 sre_parse.py:78(opengroup)
      142    0.000    0.000    0.000    0.000 sre_parse.py:797(fix_flags)
      142    0.001    0.000    0.028    0.000 sre_parse.py:819(parse)
        8    0.000    0.000    0.000    0.000 sre_parse.py:846(parse_template)
       10    0.000    0.000    0.000    0.000 sre_parse.py:855(addgroup)
      144    0.000    0.000    0.002    0.000 sre_parse.py:90(closegroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:92(checkgroup)
      114    0.001    0.000    0.001    0.000 sre_parse.py:931(expand_template)
        2    0.000    0.000    0.000    0.000 sre_parse.py:95(checklookbehindgroup)
        4    0.000    0.000    0.000    0.000 ssl.py:115(_import_symbols)
       88    0.000    0.000    0.000    0.000 ssl.py:131(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:134(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:191(CertificateError)
        1    0.000    0.000    0.000    0.000 ssl.py:325(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:330(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:346(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:353(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:527(SSLObject)
        1    0.000    0.000    0.000    0.000 ssl.py:662(SSLSocket)
        1    0.000    0.000    0.012    0.012 ssl.py:88(<module>)
        1    0.000    0.000    0.002    0.002 stata.py:11(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1854(StataWriter)
        1    0.000    0.000    0.000    0.000 stata.py:453(PossiblePrecisionLoss)
        1    0.000    0.000    0.000    0.000 stata.py:463(ValueLabelTypeMismatch)
        1    0.000    0.000    0.000    0.000 stata.py:474(InvalidColumnName)
        1    0.000    0.000    0.000    0.000 stata.py:577(StataValueLabel)
        1    0.000    0.000    0.001    0.001 stata.py:702(StataMissingValue)
        1    0.000    0.000    0.000    0.000 stata.py:822(StataParser)
        1    0.000    0.000    0.000    0.000 stata.py:941(StataReader)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.003    0.003 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:174(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.003    0.003 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.002    0.002 strings.py:1(<module>)
       15    0.000    0.000    0.000    0.000 strings.py:1318(_noarg_wrapper)
        4    0.000    0.000    0.000    0.000 strings.py:1332(_pat_wrapper)
       19    0.000    0.000    0.000    0.000 strings.py:1354(copy)
       19    0.000    0.000    0.000    0.000 strings.py:1357(do_copy)
        1    0.000    0.000    0.002    0.002 strings.py:1365(StringMethods)
        1    0.000    0.000    0.000    0.000 strings.py:1893(StringAccessorMixin)
     1500    0.133    0.000  452.067    0.301 subprocess.py:1032(communicate)
     1500    0.005    0.000    0.006    0.000 subprocess.py:1081(poll)
     1500    0.010    0.000    0.045    0.000 subprocess.py:1374(_get_handles)
        1    0.000    0.000    0.003    0.003 subprocess.py:14(<module>)
     1500    0.673    0.000   18.315    0.012 subprocess.py:1428(_execute_child)
    54000    0.116    0.000    0.484    0.000 subprocess.py:1480(<genexpr>)
     1500    0.010    0.000    0.016    0.000 subprocess.py:1555(_handle_exitstatus)
     3000    0.003    0.000    0.003    0.000 subprocess.py:1570(_internal_poll)
     1500    0.019    0.000    0.042    0.000 subprocess.py:1605(_try_wait)
     3000    0.075    0.000    0.134    0.000 subprocess.py:1618(wait)
        1    0.000    0.000    0.001    0.001 subprocess.py:356(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:371(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:374(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:401(TimeoutExpired)
     1500    0.027    0.000    0.027    0.000 subprocess.py:503(_cleanup)
        1    0.000    0.000    0.000    0.000 subprocess.py:629(CompletedProcess)
     1500    0.018    0.000    0.018    0.000 subprocess.py:640(__init__)
     1500    0.314    0.000  471.554    0.314 subprocess.py:662(run)
        1    0.000    0.000    0.000    0.000 subprocess.py:830(Popen)
     1500    0.628    0.000   19.131    0.013 subprocess.py:834(__init__)
     1500    0.003    0.000    0.003    0.000 subprocess.py:979(__enter__)
     1500    0.010    0.000    0.013    0.000 subprocess.py:982(__exit__)
     1500    0.006    0.000    0.007    0.000 subprocess.py:994(__del__)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.003    0.003 sysconfig.py:10(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:41(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sysconfig.py:50(_python_build)
        1    0.000    0.000    0.000    0.000 table_schema.py:5(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:1375(TarFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:2402(TarIter)
        1    0.000    0.000    0.000    0.000 tarfile.py:267(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:291(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:297(SubsequentHeaderError)
        1    0.000    0.000    0.003    0.003 tarfile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:304(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:572(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:602(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:706(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:717(TarInfo)
        1    0.000    0.000    0.000    0.000 tempfile.py:118(_sanitize_params)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.001    0.001 tempfile.py:146(rng)
        1    0.000    0.000    0.001    0.001 tempfile.py:157(__next__)
        1    0.000    0.000    0.000    0.000 tempfile.py:160(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:235(_get_candidate_names)
        1    0.000    0.000    0.029    0.029 tempfile.py:24(<module>)
        1    0.000    0.000    0.002    0.002 tempfile.py:249(_mkstemp_inner)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.003    0.003 tempfile.py:571(TemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:629(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 tempfile.py:97(_infer_return_type)
        1    0.000    0.000    0.000    0.000 terminal.py:13(<module>)
        1    0.000    0.000    0.003    0.003 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:2120(TestSubDict)
        1    0.000    0.000    0.000    0.000 testing.py:2181(optional_args)
        1    0.000    0.000    0.000    0.000 testing.py:2406(SimpleMock)
        1    0.000    0.000    0.000    0.000 testing.py:2511(_AssertRaisesContextmanager)
        1    0.000    0.000    0.000    0.000 testing.py:2660(RNGContext)
        1    0.000    0.000    0.000    0.000 testing.py:2748(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 testing.py:2760(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 testing.py:2772(SubclassedSparseSeries)
        1    0.000    0.000    0.000    0.000 testing.py:2784(SubclassedSparseDataFrame)
        1    0.000    0.000    0.000    0.000 testing.py:2796(SubclassedCategorical)
        1    0.000    0.000    0.005    0.005 testing.py:5(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:71(set_testing_mode)
    40149    0.070    0.000    0.070    0.000 textwrap.py:116(__init__)
    40149    0.054    0.000    0.173    0.000 textwrap.py:147(_munge_whitespace)
    40149    0.088    0.000    0.490    0.000 textwrap.py:161(_split)
    40149    0.058    0.000    0.058    0.000 textwrap.py:180(<listcomp>)
      556    0.001    0.000    0.001    0.000 textwrap.py:201(_handle_long_word)
    40149    0.367    0.000    0.525    0.000 textwrap.py:234(_wrap_chunks)
    40149    0.042    0.000    0.706    0.000 textwrap.py:337(_split_chunks)
    40149    0.062    0.000    1.293    0.000 textwrap.py:343(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:357(fill)
    40147    0.109    0.000    1.472    0.000 textwrap.py:369(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:382(fill)
      634    0.004    0.000    0.039    0.000 textwrap.py:415(dedent)
        1    0.000    0.000    0.009    0.009 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1156(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1186(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1188(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1205(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:201(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:213(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:237(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:240(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:252(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:332(notify)
        1    0.000    0.000    0.000    0.000 threading.py:355(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:367(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:447(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:485(Event)
        1    0.000    0.000    0.000    0.000 threading.py:496(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:510(set)
        1    0.000    0.000    0.000    0.000 threading.py:564(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:718(BrokenBarrierError)
        3    0.000    0.000    0.000    0.000 threading.py:72(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:736(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:755(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:85(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:888(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 ticker.py:1026(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1042(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1102(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1122(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1147(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1245(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:1345(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1374(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1420(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1440(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1521(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1562(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1619(MaxNLocator)
        1    0.000    0.000    0.019    0.019 ticker.py:167(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1859(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:203(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:2054(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2224(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:229(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:2316(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2327(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2391(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:250(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:303(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:325(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:336(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:369(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:389(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:408(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:429(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:480(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:790(LogFormatter)
        1    0.000    0.000    0.000    0.000 tile.py:3(<module>)
        1    0.000    0.000    0.019    0.019 timedeltas.py:1(<module>)
        4    0.000    0.000    0.000    0.000 timedeltas.py:122(_join_i8_wrapper)
        1    0.000    0.000    0.000    0.000 timedeltas.py:3(<module>)
        6    0.000    0.000    0.000    0.000 timedeltas.py:39(_td_index_cmp)
        1    0.000    0.000    0.000    0.000 timedeltas.py:83(TimedeltaIndex)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       19    0.000    0.000    0.000    0.000 tokenize.py:111(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:112(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:113(maybe)
        1    0.000    0.000    0.004    0.004 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:221(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:224(Untokenizer)
        1    0.000    0.000    0.001    0.001 tokenize.py:357(detect_encoding)
        2    0.000    0.000    0.001    0.000 tokenize.py:381(read_or_stop)
        2    0.000    0.000    0.000    0.000 tokenize.py:387(find_cookie)
        1    0.000    0.000    0.001    0.001 tokenize.py:450(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:98(TokenInfo)
        1    0.000    0.000    0.007    0.007 traceback.py:1(<module>)
       22    0.000    0.000    0.004    0.000 traceback.py:196(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
       66    0.000    0.000    0.000    0.000 traceback.py:239(__init__)
       66    0.000    0.000    0.003    0.000 traceback.py:279(line)
       88    0.000    0.000    0.000    0.000 traceback.py:286(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
       22    0.000    0.000    0.004    0.000 traceback.py:313(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:403(TracebackException)
        1    0.000    0.000    0.000    0.000 transforms.py:1060(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1130(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1534(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1655(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1714(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1803(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2031(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2077(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2193(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2280(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2409(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:249(BboxBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2498(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2542(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2582(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2606(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2643(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2672(TransformedPath)
        1    0.000    0.000    0.016    0.016 transforms.py:30(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:59(TransformNode)
        1    0.000    0.000    0.000    0.000 transforms.py:776(Bbox)
        1    0.000    0.000    0.000    0.000 twodim_base.py:139(eye)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.162    0.162 type_check.py:3(<module>)
        2    0.000    0.000    0.000    0.000 types.py:120(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1035(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1046(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1128(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:1497(_ContextWrapper)
        1    0.000    0.000    0.000    0.000 tz.py:158(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:276(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:32(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:321(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:334(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:768(tzrange)
        1    0.000    0.000    0.000    0.000 tz.py:88(tzoffset)
        1    0.000    0.000    0.003    0.003 tz.py:9(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:929(tzstr)
        1    0.000    0.000    0.000    0.000 tzfile.py:16(_byte_string)
        1    0.000    0.000    0.000    0.000 tzfile.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:149(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:16(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:59(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(StaticTzInfo)
