         9281111 function calls (9273891 primitive calls) in 488.001 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:36(FontconfigPatternParser)
        1    0.000    0.000    0.034    0.034 fontconfig_pattern.py:7(<module>)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:71(__init__)
        1    0.000    0.000    0.000    0.000 format.py:1042(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1472(CSVFormatter)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        1    0.000    0.000    0.000    0.000 format.py:150(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1764(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1831(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1966(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1974(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:2000(IntervalArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2011(PeriodArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2026(CategoricalArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2158(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2173(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:2301(EngFormatter)
        1    0.000    0.000    0.000    0.000 format.py:282(TextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:298(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:332(TableFormatter)
        1    0.000    0.000    0.000    0.000 format.py:353(DataFrameFormatter)
        1    0.000    0.000    0.005    0.005 format.py:5(<module>)
        1    0.000    0.000    0.000    0.000 format.py:823(LatexFormatter)
        1    0.000    0.000    0.000    0.000 format.py:96(CategoricalFormatter)
        1    0.000    0.000    0.204    0.204 frame.py:10(<module>)
       13    0.000    0.000    0.002    0.000 frame.py:1866(_ixs)
        1    0.000    0.000    0.003    0.003 frame.py:213(DataFrame)
        1    0.000    0.000    0.011    0.011 frame.py:261(__init__)
        1    0.000    0.000    0.011    0.011 frame.py:358(_init_dict)
        1    0.000    0.000    0.000    0.000 frame.py:36(SparseDataFrame)
       14    0.000    0.000    0.002    0.000 frame.py:372(<genexpr>)
        1    0.000    0.000    0.004    0.004 frame.py:4(<module>)
       13    0.000    0.000    0.000    0.000 frame.py:485(axes)
        1    0.000    0.000    0.007    0.007 frame.py:5489(_arrays_to_mgr)
        1    0.001    0.001    0.004    0.004 frame.py:5787(_homogenize)
        1    0.000    0.000    0.000    0.000 frame.py:768(__len__)
        1    0.000    0.000    0.008    0.008 frequencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frequencies.py:1038(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 frequencies.py:106(<listcomp>)
        8    0.000    0.000    0.000    0.000 frequencies.py:1221(<genexpr>)
        1    0.000    0.000    0.000    0.000 frequencies.py:27(FreqGroup)
        1    0.000    0.000    0.000    0.000 frequencies.py:51(Resolution)
        1    0.000    0.000    0.000    0.000 frequencies.py:809(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 frequencies.py:92(<listcomp>)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:1380(ravel)
     1732    0.002    0.000    0.009    0.000 fromnumeric.py:1886(any)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:3(<module>)
        1    0.000    0.000    0.000    0.000 frozen.py:17(FrozenList)
        1    0.000    0.000    0.000    0.000 frozen.py:84(FrozenNDArray)
        1    0.000    0.000    0.000    0.000 frozen.py:9(<module>)
        1    0.000    0.000    0.000    0.000 function.py:19(<module>)
        1    0.000    0.000    0.000    0.000 function.py:29(CompatValidator)
       21    0.000    0.000    0.000    0.000 function.py:31(__init__)
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
        3    0.000    0.000    0.000    0.000 function_base.py:213(iterable)
        1    0.000    0.000    0.000    0.000 function_base.py:2522(vectorize)
        3    0.000    0.000    0.000    0.000 function_base.py:2674(__init__)
      275    0.001    0.000    0.002    0.000 function_base.py:4514(add_newdoc)
        2    0.000    0.000    0.000    0.000 functools.py:192(total_ordering)
        2    0.000    0.000    0.000    0.000 functools.py:195(<listcomp>)
        6    0.000    0.000    0.000    0.000 functools.py:391(lru_cache)
        6    0.000    0.000    0.000    0.000 functools.py:422(decorating_function)
      138    0.001    0.000    0.002    0.000 functools.py:43(update_wrapper)
      132    0.000    0.000    0.000    0.000 functools.py:73(wraps)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        1    0.000    0.000    0.001    0.001 generic.py:1(<module>)
       54    0.000    0.000    0.000    0.000 generic.py:117(__init__)
        1    0.000    0.000    0.083    0.083 generic.py:1322(to_sql)
        5    0.000    0.000    0.000    0.000 generic.py:1599(_create_indexer)
       26    0.000    0.000    0.000    0.000 generic.py:1607(_indexer)
       13    0.000    0.000    0.000    0.000 generic.py:1654(_set_as_cached)
        1    0.000    0.000    0.027    0.027 generic.py:2(<module>)
        4    0.000    0.000    0.000    0.000 generic.py:214(_setup_axes)
       14    0.000    0.000    0.000    0.000 generic.py:233(<genexpr>)
       10    0.000    0.000    0.000    0.000 generic.py:236(<genexpr>)
       10    0.000    0.000    0.000    0.000 generic.py:258(set_axis)
       26    0.000    0.000    0.000    0.000 generic.py:3050(__finalize__)
       92    0.000    0.000    0.001    0.000 generic.py:3067(__getattr__)
       80    0.001    0.000    0.001    0.000 generic.py:3083(__setattr__)
       52    0.000    0.000    0.000    0.000 generic.py:355(_get_axis_name)
       52    0.000    0.000    0.000    0.000 generic.py:368(_get_axis)
       13    0.000    0.000    0.000    0.000 generic.py:416(_info_axis)
       40    0.000    0.000    0.000    0.000 generic.py:436(ndim)
        1    0.000    0.000    0.000    0.000 generic.py:57(_ABCGeneric)
       19    0.001    0.000    0.001    0.000 generic.py:6(create_pandas_abc_type)
        4    0.000    0.000    0.005    0.001 generic.py:6036(_add_numeric_operations)
        1    0.000    0.000    0.000    0.000 generic.py:6160(_add_series_only_operations)
        2    0.000    0.000    0.011    0.005 generic.py:6180(_add_series_or_dataframe_operations)
        5    0.000    0.000    0.000    0.000 generic.py:6230(_doc_parms)
        5    0.000    0.000    0.000    0.000 generic.py:6232(<listcomp>)
       33    0.000    0.000    0.002    0.000 generic.py:6327(_make_stat_function)
       12    0.000    0.000    0.001    0.000 generic.py:6347(_make_stat_function_ddof)
       16    0.000    0.000    0.001    0.000 generic.py:6367(_make_cum_function)
        8    0.000    0.000    0.001    0.000 generic.py:6402(_make_logical_function)
      413    0.000    0.000    0.001    0.000 generic.py:7(_check)
       13    0.000    0.000    0.002    0.000 generic.py:853(__invert__)
        1    0.000    0.000    0.003    0.003 generic.py:97(NDFrame)
        9    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        4    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
        1    0.000    0.000    0.001    0.001 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:305(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:455(iinfo)
       29    0.000    0.000    0.000    0.000 getlimits.py:507(__init__)
        9    0.000    0.000    0.000    0.000 getlimits.py:518(min)
       18    0.000    0.000    0.000    0.000 getlimits.py:532(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:62(MachArLike)
        6    0.000    0.000    0.001    0.000 getlimits.py:65(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:69(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.280    0.280 groupby.py:1(<module>)
        1    0.000    0.000    0.000    0.000 groupby.py:1132(_add_numeric_operations)
        6    0.000    0.000    0.000    0.000 groupby.py:1136(groupby_function)
        1    0.000    0.000    0.000    0.000 groupby.py:1720(BaseGrouper)
        1    0.000    0.000    0.000    0.000 groupby.py:178(Grouper)
        1    0.000    0.000    0.000    0.000 groupby.py:2277(BinGrouper)
        1    0.000    0.000    0.000    0.000 groupby.py:2389(Grouping)
       41    0.000    0.000    0.000    0.000 groupby.py:2745(_whitelist_method_generator)
        1    0.000    0.000    0.002    0.002 groupby.py:2806(SeriesGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:3333(NDFrameGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:337(GroupByPlot)
        1    0.000    0.000    0.000    0.000 groupby.py:359(_GroupBy)
        1    0.000    0.000    0.001    0.001 groupby.py:3965(DataFrameGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:4291(PanelGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:4378(NDArrayGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:4386(DataSplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:4434(ArraySplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:4438(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:4444(FrameSplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:4469(NDFrameSplitter)
        1    0.000    0.000    0.002    0.002 groupby.py:950(GroupBy)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:375(_GzipReader)
        1    0.000    0.000    0.002    0.002 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
        1    0.000    0.000    0.001    0.001 hashing.py:3(<module>)
      257    0.000    0.000    0.000    0.000 hashlib.py:145(<genexpr>)
      257    0.000    0.000    0.000    0.000 hashlib.py:146(<genexpr>)
        1    0.000    0.000    0.009    0.009 hashlib.py:53(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:98(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.002    0.002 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 helper.py:230(_FFTCache)
        2    0.000    0.000    0.000    0.000 helper.py:251(__init__)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:15(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:22(WriteMixin)
        1    0.000    0.000    0.000    0.000 helpers.py:50(WritelnMixin)
        2    0.000    0.000    0.000    0.000 helpers.py:53(__init__)
     3000    0.018    0.000    0.158    0.000 helpers.py:61(clearln)
     3000    0.045    0.000    0.312    0.000 helpers.py:65(writeln)
        2    0.000    0.000    0.000    0.000 helpers.py:71(finish)
        1    0.000    0.000    0.000    0.000 helpers.py:82(SigIntMixin)
        1    0.000    0.000    0.000    0.000 hermite.py:1810(Hermite)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1807(HermiteE)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 html.py:148(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:384(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.001    0.001 html.py:4(<module>)
        1    0.000    0.000    0.000    0.000 html.py:484(_LxmlFrameParser)
     6752    0.009    0.000    0.019    0.000 html2text.py:17(has_key)
        1    0.000    0.000    0.000    0.000 html2text.py:181(HTML2Text)
     1500    0.040    0.000    0.063    0.000 html2text.py:182(__init__)
        1    0.000    0.000    0.413    0.413 html2text.py:2(<module>)
     3000    0.008    0.000    9.215    0.003 html2text.py:247(feed)
     1500    0.008    0.000   11.147    0.007 html2text.py:251(handle)
   114728    0.111    0.000    0.134    0.000 html2text.py:256(outtextf)
     1500    0.008    0.000    0.028    0.000 html2text.py:260(close)
   100612    0.100    0.000    0.764    0.000 html2text.py:281(handle_starttag)
   102112    0.105    0.000    0.630    0.000 html2text.py:284(handle_endtag)
   202724    0.943    0.000    1.190    0.000 html2text.py:377(handle_tag)
    47810    0.021    0.000    0.021    0.000 html2text.py:564(pbr)
    29053    0.011    0.000    0.011    0.000 html2text.py:568(p)
   105538    0.450    0.000    0.967    0.000 html2text.py:575(o)
     1538    0.004    0.000    0.005    0.000 html2text.py:66(name2cp)
    87514    0.213    0.000    3.105    0.000 html2text.py:660(handle_data)
     1500    0.190    0.000    1.896    0.001 html2text.py:725(optwrap)
    40147    0.117    0.000    0.189    0.000 html2text.py:783(skipwrap)
     1500    0.009    0.000   11.220    0.007 html2text.py:810(html2text)
     6748    0.008    0.000    0.059    0.000 html2text.py:819(escape_md)
    87514    0.174    0.000    1.976    0.000 html2text.py:823(escape_md_section)
   202724    0.079    0.000    0.079    0.000 html2text.py:99(hn)
        1    0.000    0.000    0.056    0.056 index.py:2(<module>)
        1    0.000    0.000    0.009    0.009 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:159(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:231(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:241(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:356(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:451(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:456(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:481(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:486(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:536(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:614(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:658(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:98(nd_grid)
